,prenom,genre,fréquence
1269,benoit,1,0.51
1270,benoite,0,0
1271,benson,1,0.41
1272,bent,1,0.06
1273,bente,0,0
1274,bentley,1,0.61
1275,bento,1,0
1276,benton,1,0.03
1277,benvenuto,1,1.21
1278,beowulf,1,0
1279,beppe,1,0
1280,ber,1,0.13
1281,berach,1,0
1282,berenice,0,0
1283,bergliot,0,0
1284,bergljot,0,0
1285,berit,0,0.03
1286,berjouhi,0,0
1287,berk,1,0.51
1288,berkant,1,0
1289,berker,1,0
1290,berlin,0,18.86
1291,berna,0,0
1292,bernadett,0,0
1293,bernadette,0,1.15
1294,bernadine,0,0
1295,bernard,1,19.62
1296,bernardetta,0,0
1297,bernardine,0,0
1298,bernardino,1,0.03
1299,bernardo,1,0.06
1300,bernát,1,0
1301,bernat,1,0
1302,bernd,1,0.03
1303,bernetta,0,0
1304,bernhard,1,0.70
1305,bernice,0,0
1306,bernie,1,0
1307,berniece,0,0
1308,bernt,1,0
1309,berry,1,0
1310,berry,0,0
1311,bert,1,1.27
1312,berta,0,0.03
1313,bertalan,1,0
1314,bertha,0,0.45
1315,berthe,0,6.69
1316,berthold,1,3.54
1317,bertie,2,0.03
1318,bertina,0,0
1319,bertók,1,0
1320,bertoldo,1,0
1321,bertram,1,0.57
1322,bertrand,1,16.15
1323,bertrando,1,0
1324,berwyn,1,0
1325,beryl,0,0
1326,bess,0,0.03
1327,bessie,0,0.03
1328,beth,0,0.03
1329,bethan,0,0
1330,bethania,0,0
1331,bethany,0,0
1332,bethel,0,0
1333,bethney,0,0
1334,bethuel,1,0
1335,betrys,0,0
1336,betsy,0,0
1337,bette,0,0.25
1338,bettie,0,0
1339,bettina,0,0
1340,bettina,0,0
1341,bettino,1,0
1342,betty,0,13.63
1343,bettye,0,0
1344,beulah,0,0.03
1345,bevan,1,0.13
1346,beverley,0,0
1347,beverly,0,0.22
1348,bevin,0,0.48
1349,bevis,1,0
1350,beylke,0,0
1351,bhaltair,1,0
1352,bharat,1,0
1353,bhaskar,1,0
1354,bhàtair,1,0
1355,biaggio,1,0
1356,biagino,1,0
1357,biagio,1,0.10
1358,bianca,0,1.91
1359,bibiana,0,0
1360,bice,0,0
1361,bich,0,0
1362,biddy,0,0
1363,bidelia,0,0
1364,bienvenida,0,0
1365,bijay,1,0
1366,bijoy,1,0
1367,bile,1,5.42
1368,bilge,0,0.03
1369,bilhah,0,0
1370,bill,1,8.79
1371,billie,2,0.13
1372,billy,1,4.33
1373,bindy,0,0
1374,bine,0,0
1375,binh,1,0.03
1376,binyamin,1,0
1377,birger,1,0
1378,birgit,0,0
1379,birgitta,0,0
1380,bithiah,0,0
1381,bjarne,1,0
1382,bjoern,1,0
1383,björn,1,0
1384,bjorne,1,0
1385,blaanid,0,0
1386,blaine,1,0
1387,blair,2,0.70
1388,blaise,1,2.17
1389,bláithín,0,0
1390,blake,1,0.32
1391,blanca,0,0.25
1392,blanch,0,0
1393,blanche,0,103.25
1394,blanid,0,0
1395,bláthnaid,0,0
1396,bláthnat,0,0
1397,blaze,1,1.43
1398,blazej,1,0
1399,blejan,0,0
1400,blodeuwedd,0,0
1401,blodeuyn,0,0
1402,blodwen,0,0
1403,blondie,0,0.25
1404,blossom,0,0.03
1405,bluma,0,0
1406,blythe,1,0
1407,bo,1,0
1408,bo,1,0
1409,boadicea,0,0
1410,boaz,1,0
1411,bob,1,7.10
1412,bobbi,2,0
1413,bobbie,2,0
1414,bobby,2,1.75
1415,bodil,0,0
1416,bogdan,1,0.16
1417,bogdana,0,0
1418,boghos,1,0
1419,bogumil,1,0
1420,boguslaw,1,0
1421,bohdan,1,0
1422,bohumir,1,0
1423,bohuslav,1,0.03
1424,bohuslava,0,0
1425,boipelo,2,0
1426,boitumelo,0,0
1427,bojan,1,0
1428,bojana,0,0
1429,bolanle,0,0
1430,boldizsár,1,0
1431,bolek,1,0
1432,boleslav,1,0.03
1433,boleslava,0,0
1434,boleslaw,1,0
1435,boleslawa,0,0
1436,bolivar,1,0.45
1437,bonaventure,1,0.25
1438,boniface,1,0.70
1439,bonifacio,1,0.22
1440,bonifaz,1,0
1441,bonita,0,0.03
1442,bonnie,0,0.03
1443,booker,1,0.06
1444,bopha,0,0
1445,bora,1,0.32
1446,borbála,0,0
1447,borghild,0,0
1448,boris,1,3.09
1449,borislav,1,0
1450,börje,1,0
1451,borya,1,0
1452,bosede,1,0
1453,bosmat,0,0
1454,botros,1,0
1455,botum,0,0
1456,boudicca,0,0
1457,boulos,1,0
1458,boutros,1,0.06
1459,boyce,1,0
1460,boyd,1,0.22
1461,bozidar,1,0
1462,bözsi,0,0
1463,bozydar,1,0
1464,brack,1,0
1465,brad,1,0.06
1466,braden,1,0
1467,bradford,1,0.06
1468,bradley,1,1.21
1469,brady,2,0.13
1470,braeden,1,0
1471,braelyn,0,0
1472,brahma,1,0.16
1473,braiden,1,0
1474,braidy,2,0
1475,braith,2,0
1476,bram,1,0.35
1477,bran,1,0
1478,bran,1,0
1479,brand,1,0.06
1480,branda,0,0
1481,brande,0,0.06
1482,branden,1,0
1483,brandi,0,1.12
1484,brandie,0,0.38
1485,brandon,1,0.45
1486,brandt,1,0.45
1487,brandy,0,0.06
1488,branimir,1,0
1489,branislav,1,0
1490,branislava,0,0
1491,branka,0,0
1492,branko,1,0
1493,brannon,1,0
1494,brant,1,0.06
1495,branwen,0,0
1496,bras,1,286.37
1497,bratumil,1,0
1498,brava,0,0.25
1499,braxton,1,0
1500,brayden,1,0
1501,breana,0,0
1502,breandán,1,0
1503,breann,0,0
1504,breanna,0,0
1505,breanne,0,0
1506,breda,0,0.06
1507,breindel,0,0
1508,brenda,0,0.73
1509,brendan,1,0.06
1510,brenden,1,0
1511,brendon,1,0
1512,brenna,0,0
1513,brennan,1,0
1514,brennus,1,0.10
1515,brent,1,0.25
1516,bret,1,0.38
1517,brett,1,0.13
1518,briallen,0,0
1519,brian,1,9.40
1520,briana,0,0
1521,brianna,0,0
1522,brianne,0,0
1523,briar,2,0
1524,brice,1,0.29
1525,bríd,0,0
1526,bride,0,6.12
1527,bridger,1,0.06
1528,bridget,0,0
1529,bridgette,0,0
1530,bridie,0,0
1531,brielle,0,0
1532,brigham,1,0.06
1533,brighid,0,0
1534,brigid,0,0
1535,brigida,0,0.03
1536,brigit,0,0
1537,brigitta,0,0
1538,brigitte,0,5.38
1539,brin,1,7.81
1540,briony,0,0
1541,briscoe,1,0
1542,bristol,1,1.62
1543,britney,0,0
1544,britt,0,0
1545,britta,0,0
1546,brittani,0,0
1547,brittany,0,0
1548,brittney,0,0
1549,britton,1,0.03
1550,brock,1,0
1551,brodie,1,0
1552,brody,1,0
1553,brogan,2,1.72
1554,bron,0,0.19
1555,brónach,0,0
1556,bronagh,0,0
1557,bronislav,1,0
1558,bronislava,0,0
1559,bronislaw,1,0
1560,bronislawa,0,0
1561,bronte,1,0
1562,bronwen,0,0
1563,bronwyn,0,0
1564,brook,2,0.03
1565,brooke,2,0.48
1566,brooklyn,0,0.61
1567,brooks,1,0.48
1568,bruce,1,0.61
1569,bruna,0,0.03
1570,brunella,0,0
1571,brunette,0,0.29
1572,brunhilde,0,0
1573,bruno,1,4.05
1574,brutus,1,0.96
1575,bryan,1,0.06
1576,bryana,0,0
1577,bryanna,0,0
1578,bryant,1,0.03
1579,bryce,1,0.10
1580,bryn,2,0
1581,brynja,0,0
1582,brynmor,1,0
1583,brynn,2,0
1584,brynne,0,0
1585,bryony,0,0
1586,bryson,1,0
1587,buck,1,0.29
1588,bud,1,0.06
1589,buddy,1,0.06
1590,budur,0,0
1591,buffy,0,0
1592,bulus,1,0
1593,bulut,1,0
1594,burcu,0,0
1595,burgundy,0,0
1596,burkhard,1,0
1597,burt,1,0.38
1598,burton,1,0.32
1599,buster,1,0.22
1600,buz,1,0
1601,byelobog,1,0
1602,byrne,1,0
1603,byron,1,1.78
1604,bysshe,1,0
1605,cäcilia,0,0
1606,cade,1,0.06
1607,cadell,1,0
1608,caden,1,0
1609,cadence,2,10.67
1610,cadeyrn,1,0
1611,cadfael,1,0
1612,cadfan,1,0
1613,cadi,0,1.12
1614,cadoc,1,0
1615,cadogan,1,0.13
1616,cadwalader,1,0
1617,cadwgawn,1,0
1618,caecilia,0,0
1619,caedmon,1,0
1620,caelestis,1,0
1621,caelie,0,0
1622,caerwyn,1,0
1623,caesar,1,0.13
1624,caetano,1,0
1625,caetlin,0,0
1626,cahal,1,0
1627,cahir,1,0
1628,cai,1,0.13
1629,cailean,1,0
1630,caileigh,0,0
1631,cailin,0,0
1632,cain,1,0.48
1633,cainan,1,0
1634,cairbre,1,0
1635,cairo,1,0.03
1636,caitlin,0,0
1637,caitlyn,0,0
1638,caitria,0,0
1639,caitríona,0,0
1640,caitrìona,0,0
1641,caius,1,0.03
1642,cajsa,0,0
1643,cal,1,0.25
1644,calanthe,0,0
1645,calanthia,0,0
1646,calbhach,1,0
1647,caleb,1,0.03
1648,caleigh,0,0
1649,caligula,1,0.48
1650,calista,0,0
1651,calisto,0,0
1652,calix,1,0
1653,calla,0,0.03
1654,callahan,1,0
1655,callias,1,0
1656,callie,0,0
1657,calliope,0,0.13
1658,callista,0,0
1659,callisto,1,0
1660,callisto,0,0
1661,callistus,1,0
1662,callum,1,0.13
1663,calogera,0,0
1664,calogero,1,0
1665,calum,1,0
1666,calvagh,1,0
1667,calvin,1,1.75
1668,calvino,1,0
1669,calypso,0,0.54
1670,cambria,0,0
1671,camden,1,0.10
1672,camelia,0,0
1673,camellia,0,0
1674,cameron,2,0.13
1675,camilla,0,0.03
1676,camille,2,4.87
1677,camillo,1,0.03
1678,camillus,1,0
1679,camilo,1,0
1680,cammie,0,0
1681,campbell,1,0.67
1682,camron,1,0
1683,camryn,0,0
1684,can,1,0.61
1685,canan,0,0
1686,candace,0,0.03
1687,cande,0,0
1688,candela,0,0.06
1689,candelaria,0,0
1690,candelario,1,0.22
1691,candelas,0,0.19
1692,candi,0,0.16
1693,candice,0,0
1694,candida,0,0.10
1695,candis,0,0.03
1696,candy,0,0.03
1697,canute,1,0
1698,caoilainn,0,0
1699,caoilfhionn,0,0
1700,caoimhe,0,0
1701,caoimhín,1,0
1702,caolan,1,0
1703,caprice,0,6.94
1704,capricia,0,0
1705,caprina,0,0
1706,cara,0,0.22
1707,caradoc,1,0
1708,caradog,1,0
1709,caramia,0,0
1710,caratacus,1,0
1711,carbrey,1,0
1712,carbry,1,0
1713,cardea,0,0
1714,careen,0,0
1715,caren,0,0
1716,carey,2,0
1717,cari,0,0.03
1718,caridad,0,0.03
1719,carin,0,0.03
1720,carina,0,0.06
1721,carine,0,0.16
1722,caris,0,0.41
1723,carissa,0,0
1724,carita,0,0
1725,carl,1,3.38
1726,carla,0,1.08
1727,carlene,0,0
1728,carles,1,0.06
1729,carley,0,0
1730,carlie,0,0
1731,carlisa,0,0
1732,carlisle,1,0.03
1733,carlito,1,0
1734,carlitos,1,0
1735,carlo,1,5.19
1736,carlos,1,15.26
1737,carlotta,0,0.35
1738,carlton,1,0.86
1739,carly,0,0
1740,carlyle,1,0.03
1741,carlyn,0,0
1742,carmel,0,0.29
1743,carmela,0,0.03
1744,carmelita,0,0
1745,carmella,0,0
1746,carmelo,1,0.13
1747,carmen,0,11.85
1748,carmi,1,0
1749,carmina,0,0.03
1750,carmine,1,0.03
1751,carmo,0,0.03
1752,carol,2,0.16
1753,carola,0,0
1754,carole,0,5.93
1755,carolina,0,0.16
1756,caroline,0,4.36
1757,carolus,1,0.13
1758,carolyn,0,0
1759,caron,0,0.76
1760,carpus,1,0
1761,carran,1,0
1762,carreen,0,0
1763,carrie,0,0
1764,carrol,1,0
1765,carroll,1,0.25
1766,carry,0,0.25
1767,carson,2,0.25
1768,carsten,1,0.03
1769,carter,1,3.06
1770,carwyn,1,0
1771,cary,2,0.41
1772,caryl,0,0
1773,caryn,0,0
1774,carys,0,0
1775,casey,2,0.73
1776,casimir,1,1.40
1777,casimiro,1,0
1778,caspar,1,0.03
1779,casper,1,0.06
1780,cass,0,0.32
1781,cassandra,0,0
1782,cassarah,0,0
1783,cassia,0,0
1784,cassian,1,0
1785,cassidy,2,0.89
1786,cassie,0,0
1787,cassiopea,0,0
1788,cassiopeia,0,0.03
1789,cassius,1,0.41
1790,castor,1,1.18
1791,catahecassa,1,0
1792,cätälin,1,0
1793,catalina,0,0.16
1794,catarina,0,0.13
1795,cate,0,0
1796,caterina,0,0.86
1797,cathair,1,0
1798,cathal,1,0
1799,cathán,1,0
1800,cathaoir,1,0
1801,catharine,0,0
1802,catherina,0,0
1803,catherine,0,24.66
1804,cathleen,0,0
1805,cathryn,0,0
1806,cathy,0,0.25
1807,catina,0,0
1808,catrin,0,0
1809,catrina,0,0
1810,catriona,0,0
1811,cayetano,1,0
1812,cayley,0,1.47
1813,ceallach,1,0
1814,ceallagh,1,0
1815,ceara,0,0
1816,cearbhall,1,0
1817,cearra,0,0
1818,cebrián,1,0
1819,cecelia,0,0
1820,cecil,1,0.61
1821,cécile,0,5.51
1822,cecília,0,0
1823,cecilia,0,2.90
1824,cecilija,0,0
1825,cecilio,1,0
1826,cecily,0,0
1827,cedar,0,0
1828,cedric,1,0
1829,cees,1,0
1830,ceinwen,0,0
1831,celandine,0,0
1832,céleste,0,12.49
1833,celeste,0,0.03
1834,célestin,1,0.99
1835,celestina,0,0.03
1836,célestine,0,0.38
1837,celestine,1,0
1838,celestino,1,0.06
1839,célia,0,3.85
1840,celia,0,0
1841,celina,0,0.03
1842,céline,0,3.03
1843,celino,1,0
1844,celio,1,0
1845,celso,1,0
1846,celyn,1,0
1847,cenek,1,0
1848,cephalus,1,0
1849,cephas,1,0
1850,cepheus,1,0
1851,cerberus,1,0
1852,ceren,0,0
1853,ceres,0,0
1854,ceri,2,0
1855,ceridwen,0,0
1856,cerise,0,2.45
1857,cernunnos,1,0
1858,cerridwyn,0,0
1859,cerys,0,0
1860,cesaire,1,0
1861,césar,1,23.54
1862,cesare,1,0.16
1863,cezar,1,0
1864,chad,1,0
1865,chadwick,1,0.48
1866,chaim,1,0
1867,chalchiuhticue,0,0
1868,chalice,0,0
1869,chanah,0,0
1870,chance,2,76.36
1871,chanda,2,0
1872,chandan,1,0
1873,chandana,2,0
1874,chander,1,0
1875,chandler,1,0.22
1876,chandra,2,0.03
1877,chandrakant,1,0
1878,chandrakanta,0,0
1879,chanel,0,1.31
1880,chang,1,0.29
1881,chania,0,0
1882,channah,0,0
1883,channing,1,0
1884,chantal,0,4.71
1885,chanté,0,4.68
1886,chantel,0,0
1887,chantelle,0,0
1888,chao,1,0.13
1889,chara,0,0.06
1890,charalampos,1,0
1891,charis,0,0
1892,charissa,0,0
1893,charita,0,0
1894,charity,0,0.06
1895,charla,0,0
1896,charlene,0,0
1897,charles,1,80.57
1898,charley,2,0.10
1899,charlie,2,14.97
1900,charline,0,0
1901,charlot,1,2.96
1902,charlotta,0,0
1903,charlotte,0,16.22
1904,charlton,1,0.06
1905,charmaine,0,0
1906,charmian,0,0
1907,charna,0,0
1908,charnette,0,0.29
1909,charo,0,0
1910,chas,1,0.38
1911,chase,1,0.25
1912,chasity,0,0
1913,chastity,0,0.03
1914,chatzkel,1,0
1915,chau,0,0.06
1916,chauncey,1,0
1917,chava,0,0
1918,chaya,0,0
1919,chayim,1,0
1920,chaz,1,0
1921,che,1,2.26
1922,chelle,0,0
1923,chelo,0,0
1924,chelsea,0,0.41
1925,chelsey,0,0
1926,chelsie,0,0
1927,chenaniah,1,0
1928,chenda,0,0
1929,cheng,1,0.03
1930,cher,0,73.59
1931,cherette,0,0
1932,cheri,0,0
1933,cherice,0,0
1934,cherie,0,0
1935,cherilyn,0,0
1936,cherise,0,0
1937,cherish,0,0
1938,chernobog,1,0
1939,cherokee,2,0.03
1940,cherry,0,0.25
1941,cheryl,0,0
1942,chesed,0,0
1943,chesley,1,0
1944,chester,1,0.22
1945,chet,1,0.03
1946,chetana,1,0
1947,chevonne,0,0
1948,cheyanne,0,0
1949,cheyenne,2,0.10
1950,chi,0,0.99
1951,chiara,0,0.03
1952,chiarina,0,0
1953,chibuzo,2,0
1954,chiela,0,0
1955,chika,0,0
1956,chikako,0,0
1957,chile,1,0
1958,chin,2,0.06
1959,china,0,3.60
1960,chip,1,0
1961,chita,0,0
1962,chiumbo,1,0
1963,chizoba,2,0
1964,chloé,0,0.22
1965,chloe,0,0
1966,chloris,0,0
1967,chonsie,0,0
1968,chris,2,0.38
1969,chrissie,0,0
1970,chrissy,0,0
1971,christ,1,33.51
1972,christa,0,0.03
1973,christabel,0,0
1974,christabella,0,0
1975,christabelle,0,0
1976,christal,0,0
1977,christelle,0,0
1978,christen,0,0
1979,christer,1,0
1980,christi,0,0.48
1981,christiaan,1,0
1982,christian,1,4.81
1983,christiana,0,0.06
1984,christiane,0,0.96
1985,christianne,0,0
1986,christie,0,0.48
1987,christin,0,0
1988,christina,0,0.16
1989,christine,0,6.75
1990,christmas,1,0.32
1991,christobel,0,0
1992,christoffer,1,0
1993,christoph,1,0
1994,christophe,1,13.86
1995,christopher,1,0.13
1996,christos,1,0.32
1997,christy,0,0.06
1998,chrysanta,0,0
1999,chrysanthe,0,0
2000,chrysanthos,1,0
2001,chryseis,0,0
2002,chryssa,0,0
2003,chrystal,0,0
2004,chucho,1,0
2005,chuck,1,0.35
2006,chun,2,0.03
2007,chus,1,0.06
2008,chylan,1,0
2009,chyna,0,0
2010,cian,1,0
2011,cianán,1,0
2012,ciannait,0,0
2013,ciara,0,0
2014,ciaran,1,0
2015,cibor,1,0
2016,cicely,0,0
2017,cicero,1,0.06
2018,ciel,0,210.00
2019,ciera,0,0
2020,cierra,0,0
2021,cili,0,0
2022,cilka,0,0
2023,cilla,0,0.29
2024,cillian,1,0
2025,cillín,1,0
2026,cináed,1,0
2027,cinderella,0,0
2028,cindra,0,0
2029,cindy,0,0
2030,cinzia,0,0
2031,cionaodh,1,0
2032,ciprian,1,0
2033,cipriano,1,0.03
2034,circe,0,0.03
2035,ciriaco,1,0
2036,ciril,1,0
2037,cirillo,1,0
2038,cirino,1,0
2039,ciro,1,0
2040,cissy,0,0
2041,citlali,2,0
2042,claire,0,49.67
2043,clancy,1,0
2044,clara,0,18.67
2045,clare,0,0.03
2046,clarence,1,1.31
2047,clarette,0,0
2048,claribel,0,0
2049,clarice,0,0
2050,clarinda,0,0
2051,clarissa,0,0.06
2052,clarisse,0,7.93
2053,clarity,0,0
2054,clark,1,1.85
2055,claud,1,0.03
2056,claude,2,38.71
2057,claudette,0,0.03
2058,claudia,0,0.51
2059,claudine,0,4.17
2060,claudio,1,0.10
2061,claudiu,1,0
2062,claudius,1,0.61
2063,claus,1,0.10
2064,clay,1,0.22
2065,clayton,1,0.10
2066,cledwyn,1,0
2067,cleena,0,0
2068,cleisthenes,1,0
2069,clelia,0,0
2070,clem,1,0.03
2071,clematis,0,0
2072,clémence,0,2.68
2073,clemency,0,0
2074,clemens,1,0.10
2075,clément,1,6.69
2076,clement,1,0.10
2077,clemente,1,0.03
2078,clementina,0,0
2079,clementine,0,0
2080,cleo,0,0
2081,cleon,1,0
2082,cleopatra,0,0
2083,cletes,1,0
2084,cletis,1,0
2085,cleto,1,0
2086,cletus,1,0
2087,cleve,1,0
2088,cleveland,1,0.35
2089,cliff,1,0.03
2090,clifford,1,1.40
2091,clifton,1,0
2092,clint,1,0.03
2093,clinton,1,0.06
2094,clio,0,0.38
2095,clíodhna,0,0
2096,clíona,0,0
2097,clitus,1,0
2098,clive,1,0.06
2099,clodagh,0,0
2100,clothilde,0,0
2101,clotilda,0,0
2102,clover,0,0
2103,clovia,0,0
2104,clovis,1,3.35
2105,clyde,2,0.13
2106,clytemnestra,0,0
2107,clytia,0,0
2108,cnaeus,1,0
2109,cnut,1,0
2110,coby,1,0
2111,codie,2,0
2112,cody,1,0.06
2113,coilean,1,0
2114,coinneach,1,0
2115,cokkie,0,0
2116,colbert,1,3.47
2117,colby,1,0
2118,cole,1,0.22
2119,coleen,0,0
2120,coleman,1,0.19
2121,colene,0,0
2122,colette,0,3.79
2123,colin,1,2.68
2124,coline,0,0
2125,colleen,0,0
2126,collin,1,0.19
2127,collyn,0,0
2128,colm,1,0.03
2129,colmán,1,0
2130,colombain,1,0
2131,colombe,2,3.89
2132,colombina,0,0
2133,colten,1,0
2134,colton,1,0
2135,colum,1,0
2136,columba,1,0
2137,columban,1,0
2138,columbano,1,0
2139,columbine,0,0
2140,columbo,1,0
2141,comfort,0,0.13
2142,comgal,1,0
2143,comgan,1,0
2144,comhghall,1,0
2145,comhghán,1,0
2146,conall,1,0
2147,conan,1,0.19
2148,concepción,0,0
2149,concepta,0,0.03
2150,concetta,0,0
2151,concetto,1,0.03
2152,concha,0,0.10
2153,conchita,0,3.12
2154,conchobhar,1,0
2155,concordia,0,0.03
2156,confucius,1,0.70
2157,conleth,1,0
2158,conn,1,0
2159,connell,1,0.22
2160,conner,1,0
2161,connie,0,0
2162,connor,1,0.16
2163,conor,1,0.03
2164,conrad,1,0.61
2165,conrado,1,0.06
2166,consolata,0,0
2167,constance,0,6.85
2168,constancia,0,0.06
2169,constant,1,17.97
2170,constanta,0,0
2171,constantia,0,0
2172,constantijn,1,0
2173,constantin,1,1.94
2174,constantina,0,0
2175,constantine,1,0.57
2176,constanza,0,0
2177,consuela,0,0
2178,consuelo,0,0.32
2179,consus,1,0.03
2180,conway,1,0.45
2181,cooper,1,2.36
2182,coos,1,0
2183,cora,0,0.29
2184,coral,0,0.03
2185,coralie,0,0.10
2186,corbin,1,0.29
2187,cordelia,0,0.29
2188,cordell,1,1.02
2189,cordula,0,0
2190,coreen,0,0
2191,corentin,1,0.35
2192,coretta,0,0
2193,corey,1,0.03
2194,coriander,0,0
2195,corie,1,0
2196,corin,1,0
2197,corina,0,0
2198,corine,0,0
2199,corinna,0,0
2200,corinne,0,0.99
2201,cormac,1,0
2202,cormag,1,0
2203,cornel,1,0
2204,cornelia,0,1.43
2205,cornélio,1,0
2206,cornelis,1,0.03
2207,corneliu,1,0
2208,cornelius,1,0.13
2209,cornell,1,0.19
2210,corona,0,0.22
2211,corrado,1,0.03
2212,corrie,0,0
2213,corrine,0,0
2214,cort,1,0.06
2215,cortney,2,0
2216,cory,1,0
2217,corynn,0,0
2218,cosette,0,0.10
2219,cosima,0,0.03
2220,cosimo,1,0.03
2221,coskun,1,0
2222,cosma,0,0
2223,cosmin,1,0
2224,cosmina,0,0
2225,cosmo,1,0.03
2226,costantino,1,0
2227,costanzo,1,0
2228,costel,1,0
2229,costica,1,0
2230,coty,1,0.64
2231,courtney,2,0
2232,cowal,1,0
2233,cowessess,1,0
2234,craig,1,0.73
2235,crawford,1,0.19
2236,cree,1,0
2237,creighton,1,0.03
2238,crescentia,0,0
2239,crescentius,1,0
2240,crescenzo,1,0
2241,cressida,0,0.03
2242,crina,0,0
2243,crispian,1,0
2244,crispin,1,0.13
2245,cristal,0,17.52
2246,cristen,0,0
2247,cristi,1,0.03
2248,cristián,1,0
2249,cristian,1,0
2250,cristiana,0,0.03
2251,cristiano,1,0.06
2252,cristina,0,1.47
2253,cristobal,1,0.13
2254,cristoforo,1,0
2255,cristóvão,1,0
2256,crocetta,0,0
2257,crocifissa,0,0
2258,crofton,1,0
2259,cronus,1,0
2260,cruz,0,0.76
2261,cruzita,0,0
2262,crystal,0,0.10
2263,crystin,0,0
2264,csaba,1,0.03
2265,csilla,0,0
2266,ctibor,1,0
2267,cuán,1,0
2268,cuauhtemoc,1,0
2269,cuc,0,0
2270,cuchulainn,1,0
2271,culhwch,1,0
2272,cullen,1,0.13
2273,cunégonde,0,0
2274,cunobelinus,1,0
2275,cupid,1,0
2276,curro,1,0.06
2277,curt,1,0.10
2278,curtis,1,0.41
2279,cuthbert,1,0.03
2280,cy,1,0.25
2281,cyan,0,0
2282,cybele,0,0
2283,cybill,0,0
2284,cymbeline,1,0.22
2285,cymone,0,0
2286,cyndi,0,0
2287,cyneburga,0,0
2288,cynefrið,1,0
2289,cynthia,0,0.16
2290,cyprian,1,0.03
2291,cyra,0,0
2292,cyrano,1,1.12
2293,cyriaca,0,0
2294,cyriacus,1,0
2295,cyril,1,3.76
2296,cyrilla,0,0
2297,cyrille,2,1.15
2298,cyrus,1,0.32
2299,cystenian,1,0
2300,czcibor,1,0
2301,czenzi,0,0
2302,czeslaw,1,0
2303,da,1,4.14
2304,dacre,1,0
2305,dada,0,2.71
2306,daedalus,1,0
2307,daffodil,0,0
2308,dafne,0,0
2309,dafydd,1,0
2310,dag,1,0.38
2311,dagda,1,0
2312,dagfinn,1,0
2313,dagmar,0,0
2314,dagny,0,0
2315,dagrun,0,0
2316,dahlia,0,0.16
2317,dai,1,0.19
2318,dàibhidh,1,0
2319,daichi,1,0
2320,daina,0,0
2321,dáire,1,0
2322,dáiríne,0,0
2323,daisy,0,11.05
2324,daithí,1,0
2325,daividh,1,0
2326,dakarai,0,0
2327,dakota,2,0.25
2328,dalal,0,0
2329,dale,2,0.35
2330,daley,1,0
2331,dalia,0,0
2332,dalibor,1,0
2333,dallas,1,0.51
2334,dalton,1,1.69
2335,daly,1,0.03
2336,dalya,0,0
2337,damaris,0,0
2338,damayanti,0,0
2339,damhnait,0,0
2340,damian,1,0
2341,damiana,0,0
2342,damiano,1,0
2343,damien,1,4.01
2344,damion,1,0
2345,damodar,1,0.03
2346,damon,1,0.03
2347,dan,1,0
2348,dan,1,0
2349,dana,0,0
2350,dana,2,0
2351,danaë,0,0.03
2352,danail,1,0
2353,dand,1,0
2354,dane,1,0.03
2355,danette,0,0
2356,dania,0,0
2357,danica,0,0
2358,dániel,1,0
2359,daniel,1,10.99
2360,daniela,0,0
2361,danièle,0,1.62
2362,daniele,1,0
2363,daniella,0,0
2364,danielle,0,0.86
2365,daniil,1,0
2366,danika,0,0
2367,danilo,1,0
2368,danita,0,0
2369,dannie,1,0
2370,danny,1,0.06
2371,dante,1,5.13
2372,danut,1,0
2373,danuta,0,0
2374,danya,0,0
2375,daphne,0,0
2376,dara,1,0
2377,dara,0,0
2378,dara,2,0
2379,darach,1,0
2380,darby,2,0.10
2381,darcey,0,0.06
2382,darcy,2,0.03
2383,darden,1,0
2384,dareia,0,0
2385,darell,1,0
2386,daren,1,0
2387,daria,0,0.10
2388,darian,2,0
2389,dariea,0,0
2390,darien,2,0
2391,darin,1,0
2392,darina,0,0
2393,dario,1,0.06
2394,darius,1,0.89
2395,darja,0,0
2396,darla,0,0
2397,darleen,0,0
2398,darlene,0,0
2399,darnell,1,0
2400,darrel,1,0
2401,darrell,1,0
2402,darren,1,0
2403,darrin,1,0
2404,darryl,1,0.06
2405,darwin,1,3.95
2406,darya,0,0
2407,daryl,1,0
2408,dassah,0,0
2409,daud,1,0
2410,dave,1,0
2411,davena,0,0
2412,daveth,1,0
2413,davey,1,0
2414,dávid,1,0
2415,david,1,48.01
2416,davida,0,0
2417,davide,1,0
2418,davie,1,0.03
2419,davin,1,0
2420,davina,0,0
2421,davinia,0,0
2422,davis,1,1.12
2423,davy,1,1.75
2424,dawid,1,0
2425,dawn,0,0.06
2426,dawson,1,0.16
2427,dawud,1,0
2428,dax,1,0.86
2429,dayaram,1,0
2430,dayna,0,0
2431,dayo,0,0
2432,dayton,1,0.03
2433,dazbog,1,0
2434,dazhdbog,1,0
2435,dean,1,0.45
2436,deana,0,0
2437,deandre,1,0
2438,deangelo,1,0
2439,deanna,0,0.06
2440,deanne,0,0
2441,dearbháil,0,0
2442,deasún,1,0
2443,deb,0,0.13
2444,debbi,0,0
2445,debbie,0,0.03
2446,debby,0,0
2447,debdan,1,0
2448,debora,0,0.03
2449,deborah,0,2.39
2450,debra,0,0
2451,decebal,1,0
2452,decima,0,0
2453,decimus,1,0
2454,declan,1,0
2455,dee,2,0.19
